companies_id,grouped_by,risk_category,clustered,activity_uuid_product_uuid,tilt_sector,scenario,year,type,input_activity_uuid_product_uuid,input_tilt_sector,input_tilt_subsector
id2,weo_nz 2050_2050,high,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,nz 2050,2050,weo,69c191c3-91f0-5406-a11d-3a8df4da396f_090f56b8-6a83-48c1-ae26-234d04771e53,non-metallic minerals,raw minerals
id2,ipr_1.5c rps_2030,low,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,1.5c rps,2030,ipr,69c191c3-91f0-5406-a11d-3a8df4da396f_090f56b8-6a83-48c1-ae26-234d04771e53,steel and metals,other metals
id2,ipr_1.5c rps_2050,high,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,1.5c rps,2050,ipr,69c191c3-91f0-5406-a11d-3a8df4da396f_090f56b8-6a83-48c1-ae26-234d04771e53,steel and metals,other metals
id2,weo_nz 2050_2030,low,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,nz 2050,2030,weo,69c191c3-91f0-5406-a11d-3a8df4da396f_090f56b8-6a83-48c1-ae26-234d04771e53,steel and metals,other metals
id2,weo_nz 2050_2050,high,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,nz 2050,2050,weo,69c191c3-91f0-5406-a11d-3a8df4da396f_090f56b8-6a83-48c1-ae26-234d04771e53,steel and metals,other metals
id2,ipr_1.5c rps_2030,low,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,1.5c rps,2030,ipr,ba7d530d-298f-564c-8998-eb41d1d480c3_cfbce515-3f54-4411-ad9d-3d26b7faa15a,non-metallic minerals,other
id2,ipr_1.5c rps_2050,high,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,1.5c rps,2050,ipr,ba7d530d-298f-564c-8998-eb41d1d480c3_cfbce515-3f54-4411-ad9d-3d26b7faa15a,non-metallic minerals,other
id2,weo_nz 2050_2030,low,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,nz 2050,2030,weo,ba7d530d-298f-564c-8998-eb41d1d480c3_cfbce515-3f54-4411-ad9d-3d26b7faa15a,non-metallic minerals,other
id2,weo_nz 2050_2050,high,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,nz 2050,2050,weo,ba7d530d-298f-564c-8998-eb41d1d480c3_cfbce515-3f54-4411-ad9d-3d26b7faa15a,non-metallic minerals,other
id2,ipr_1.5c rps_2030,low,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,1.5c rps,2030,ipr,ba7d530d-298f-564c-8998-eb41d1d480c3_cfbce515-3f54-4411-ad9d-3d26b7faa15a,non-metallic minerals,raw minerals
id2,ipr_1.5c rps_2050,high,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,1.5c rps,2050,ipr,ba7d530d-298f-564c-8998-eb41d1d480c3_cfbce515-3f54-4411-ad9d-3d26b7faa15a,non-metallic minerals,raw minerals
id2,weo_nz 2050_2030,low,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,nz 2050,2030,weo,ba7d530d-298f-564c-8998-eb41d1d480c3_cfbce515-3f54-4411-ad9d-3d26b7faa15a,non-metallic minerals,raw minerals
id2,weo_nz 2050_2050,high,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,nz 2050,2050,weo,ba7d530d-298f-564c-8998-eb41d1d480c3_cfbce515-3f54-4411-ad9d-3d26b7faa15a,non-metallic minerals,raw minerals
id2,ipr_1.5c rps_2030,low,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,1.5c rps,2030,ipr,ba7d530d-298f-564c-8998-eb41d1d480c3_cfbce515-3f54-4411-ad9d-3d26b7faa15a,steel and metals,other metals
id2,ipr_1.5c rps_2050,high,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,1.5c rps,2050,ipr,ba7d530d-298f-564c-8998-eb41d1d480c3_cfbce515-3f54-4411-ad9d-3d26b7faa15a,steel and metals,other metals
id2,weo_nz 2050_2030,low,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,nz 2050,2030,weo,ba7d530d-298f-564c-8998-eb41d1d480c3_cfbce515-3f54-4411-ad9d-3d26b7faa15a,steel and metals,other metals
id2,weo_nz 2050_2050,high,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,nz 2050,2050,weo,ba7d530d-298f-564c-8998-eb41d1d480c3_cfbce515-3f54-4411-ad9d-3d26b7faa15a,steel and metals,other metals
id2,ipr_1.5c rps_2030,low,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,1.5c rps,2030,ipr,9db063b2-21e3-5c8f-bbc3-7dc7362023a1_eeb68c18-502b-4117-a033-a5daf24322fc,non-metallic minerals,other
id2,ipr_1.5c rps_2050,high,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,1.5c rps,2050,ipr,9db063b2-21e3-5c8f-bbc3-7dc7362023a1_eeb68c18-502b-4117-a033-a5daf24322fc,non-metallic minerals,other
id2,weo_nz 2050_2030,low,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,nz 2050,2030,weo,9db063b2-21e3-5c8f-bbc3-7dc7362023a1_eeb68c18-502b-4117-a033-a5daf24322fc,non-metallic minerals,other
id2,weo_nz 2050_2050,high,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,nz 2050,2050,weo,9db063b2-21e3-5c8f-bbc3-7dc7362023a1_eeb68c18-502b-4117-a033-a5daf24322fc,non-metallic minerals,other
id2,ipr_1.5c rps_2030,low,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,1.5c rps,2030,ipr,9db063b2-21e3-5c8f-bbc3-7dc7362023a1_eeb68c18-502b-4117-a033-a5daf24322fc,non-metallic minerals,raw minerals
id2,ipr_1.5c rps_2050,high,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,1.5c rps,2050,ipr,9db063b2-21e3-5c8f-bbc3-7dc7362023a1_eeb68c18-502b-4117-a033-a5daf24322fc,non-metallic minerals,raw minerals
id2,weo_nz 2050_2030,low,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,nz 2050,2030,weo,9db063b2-21e3-5c8f-bbc3-7dc7362023a1_eeb68c18-502b-4117-a033-a5daf24322fc,non-metallic minerals,raw minerals
id2,weo_nz 2050_2050,high,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,nz 2050,2050,weo,9db063b2-21e3-5c8f-bbc3-7dc7362023a1_eeb68c18-502b-4117-a033-a5daf24322fc,non-metallic minerals,raw minerals
id2,ipr_1.5c rps_2030,low,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,1.5c rps,2030,ipr,9db063b2-21e3-5c8f-bbc3-7dc7362023a1_eeb68c18-502b-4117-a033-a5daf24322fc,steel and metals,other metals
id2,ipr_1.5c rps_2050,high,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,1.5c rps,2050,ipr,9db063b2-21e3-5c8f-bbc3-7dc7362023a1_eeb68c18-502b-4117-a033-a5daf24322fc,steel and metals,other metals
id2,weo_nz 2050_2030,low,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,nz 2050,2030,weo,9db063b2-21e3-5c8f-bbc3-7dc7362023a1_eeb68c18-502b-4117-a033-a5daf24322fc,steel and metals,other metals
id2,weo_nz 2050_2050,high,"drinks, soft",09516d9a-bf2d-558a-b403-ce7f089dee13_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0,non-metallic minerals; steel and metals,nz 2050,2050,weo,9db063b2-21e3-5c8f-bbc3-7dc7362023a1_eeb68c18-502b-4117-a033-a5daf24322fc,steel and metals,other metals
id2,NA_NA_NA,NA,NA,NA,other; land use,NA,NA,NA,NA,NA,NA
id3,NA_NA_NA,NA,NA,NA,energy; construction industry; transportation,NA,NA,NA,NA,NA,NA
